+----------------------------------------------+----------+-----------------+--------------------+-----------------+-------------+-------------+------------------------+-----------------------+--------------------+
|                   Filename                   | CFG File | Sample Interval | Aggregate Interval | Update Interval | Min Regions | Max Regions | Time Elapsed - wo DAMO | Time Elapsed - w DAMO |     Overhead %     |
|    demo_s1000_a100000_u100000_n1024_m1024    |   demo   |       1000      |       100000       |      100000     |     1024    |     1024    |      40.25519094       |      91.46359676      | 127.20944709050237 |
|    demo_s1000_a100000_u100000_n1024_m2048    |   demo   |       1000      |       100000       |      100000     |     1024    |     2048    |      40.253021509      |      91.171591687     | 126.49626852636476 |
|     demo_s1000_a100000_u100000_n16_m1024     |   demo   |       1000      |       100000       |      100000     |      16     |     1024    |      40.251422044      |      45.423267718     | 12.84885206874555  |
|      demo_s1000_a100000_u100000_n16_m16      |   demo   |       1000      |       100000       |      100000     |      16     |      16     |      40.253211136      |      45.244003043     | 12.398493849690775 |
|     demo_s1000_a100000_u100000_n16_m2048     |   demo   |       1000      |       100000       |      100000     |      16     |     2048    |      40.254687184      |      45.446591111     | 12.897638238420148 |
|     demo_s1000_a100000_u100000_n16_m512      |   demo   |       1000      |       100000       |      100000     |      16     |     512     |      40.248873691      |      44.453697947     | 10.447060676235115 |
|      demo_s1000_a100000_u100000_n16_m64      |   demo   |       1000      |       100000       |      100000     |      16     |      64     |      40.257095082      |      45.45666412      | 12.915907189549959 |
|    demo_s1000_a100000_u100000_n2048_m2048    |   demo   |       1000      |       100000       |      100000     |     2048    |     2048    |      40.243979052      |     141.299835148     |  251.108012866779  |
|    demo_s1000_a100000_u100000_n512_m1024     |   demo   |       1000      |       100000       |      100000     |     512     |     1024    |      40.247514543      |      67.316275224     | 67.25573240573658  |
|    demo_s1000_a100000_u100000_n512_m2048     |   demo   |       1000      |       100000       |      100000     |     512     |     2048    |      40.249487093      |      69.494207116     | 72.65861538912904  |
|     demo_s1000_a100000_u100000_n512_m512     |   demo   |       1000      |       100000       |      100000     |     512     |     512     |      40.246707264      |      67.598368617     | 67.95999775481162  |
|     demo_s1000_a100000_u100000_n64_m1024     |   demo   |       1000      |       100000       |      100000     |      64     |     1024    |      40.25154058       |      46.85477828      | 16.404931599763383 |
|     demo_s1000_a100000_u100000_n64_m2048     |   demo   |       1000      |       100000       |      100000     |      64     |     2048    |      40.256589226      |      46.93119724      | 16.580162756782084 |
|     demo_s1000_a100000_u100000_n64_m512      |   demo   |       1000      |       100000       |      100000     |      64     |     512     |      40.255787552      |      46.824880622     | 16.318381702294214 |
|      demo_s1000_a100000_u100000_n64_m64      |   demo   |       1000      |       100000       |      100000     |      64     |      64     |      40.243727106      |      46.375143949     | 15.235708230627212 |
|    demo_s1000_a10000_u1000000_n1024_m1024    |   demo   |       1000      |       10000        |     1000000     |     1024    |     1024    |      40.244954665      |     449.560317469     | 1017.0600668112343 |
|    demo_s1000_a10000_u1000000_n1024_m2048    |   demo   |       1000      |       10000        |     1000000     |     1024    |     2048    |      40.249973917      |     453.534059586     | 1026.7934248137367 |
|     demo_s1000_a10000_u1000000_n16_m1024     |   demo   |       1000      |       10000        |     1000000     |      16     |     1024    |      40.247090847      |      53.684695453     | 33.387766229075496 |
|      demo_s1000_a10000_u1000000_n16_m16      |   demo   |       1000      |       10000        |     1000000     |      16     |      16     |      40.252137346      |      49.748654059     | 23.59257753537331  |
|     demo_s1000_a10000_u1000000_n16_m2048     |   demo   |       1000      |       10000        |     1000000     |      16     |     2048    |      40.255967481      |      53.150520575     | 32.03140776603114  |
|     demo_s1000_a10000_u1000000_n16_m512      |   demo   |       1000      |       10000        |     1000000     |      16     |     512     |      40.249418061      |      52.453582574     | 30.321344011741942 |
|      demo_s1000_a10000_u1000000_n16_m64      |   demo   |       1000      |       10000        |     1000000     |      16     |      64     |      40.249333444      |      52.209106428     | 29.714213778570908 |
|    demo_s1000_a10000_u1000000_n2048_m2048    |   demo   |       1000      |       10000        |     1000000     |     2048    |     2048    |      40.250598502      |     874.272260158     | 2072.072696296823  |
|    demo_s1000_a10000_u1000000_n512_m1024     |   demo   |       1000      |       10000        |     1000000     |     512     |     1024    |      40.245160905      |     247.845257223     | 515.8386540137004  |
|    demo_s1000_a10000_u1000000_n512_m2048     |   demo   |       1000      |       10000        |     1000000     |     512     |     2048    |      40.245669744      |     261.369854877     | 549.4359679924726  |
|     demo_s1000_a10000_u1000000_n512_m512     |   demo   |       1000      |       10000        |     1000000     |     512     |     512     |      40.250817033      |     248.774059615     | 518.0596518352419  |
|     demo_s1000_a10000_u1000000_n64_m1024     |   demo   |       1000      |       10000        |     1000000     |      64     |     1024    |      40.252409936      |      76.071389705     | 88.98592612455005  |
|     demo_s1000_a10000_u1000000_n64_m2048     |   demo   |       1000      |       10000        |     1000000     |      64     |     2048    |      40.257637133      |      76.46579256      | 89.94108448883462  |
|     demo_s1000_a10000_u1000000_n64_m512      |   demo   |       1000      |       10000        |     1000000     |      64     |     512     |      40.251896666      |      75.66499456      | 87.97870616594511  |
|      demo_s1000_a10000_u1000000_n64_m64      |   demo   |       1000      |       10000        |     1000000     |      64     |      64     |      40.250621178      |      68.231409309     |  69.5164131933785  |
|    demo_s1000_a10000_u100000_n1024_m1024     |   demo   |       1000      |       10000        |      100000     |     1024    |     1024    |      40.249454741      |     452.277843176     | 1023.6868824344305 |
|    demo_s1000_a10000_u100000_n1024_m2048     |   demo   |       1000      |       10000        |      100000     |     1024    |     2048    |      40.249408073      |     452.280412214     | 1023.6945681131583 |
|     demo_s1000_a10000_u100000_n16_m1024      |   demo   |       1000      |       10000        |      100000     |      16     |     1024    |      40.260631972      |      53.58256101      | 33.08921987927309  |
|      demo_s1000_a10000_u100000_n16_m16       |   demo   |       1000      |       10000        |      100000     |      16     |      16     |      40.257373291      |      50.917803643     | 26.480690319612236 |
|     demo_s1000_a10000_u100000_n16_m2048      |   demo   |       1000      |       10000        |      100000     |      16     |     2048    |      40.248222143      |      53.743022146     | 33.528934408714065 |
|      demo_s1000_a10000_u100000_n16_m512      |   demo   |       1000      |       10000        |      100000     |      16     |     512     |      40.241773472      |      54.28035689      | 34.88559823976936  |
|      demo_s1000_a10000_u100000_n16_m64       |   demo   |       1000      |       10000        |      100000     |      16     |      64     |      40.256604679      |      53.397966364     | 32.64398920323064  |
|    demo_s1000_a10000_u100000_n2048_m2048     |   demo   |       1000      |       10000        |      100000     |     2048    |     2048    |      40.250998777      |     861.626719954     | 2040.6343845717088 |
|     demo_s1000_a10000_u100000_n512_m1024     |   demo   |       1000      |       10000        |      100000     |     512     |     1024    |      40.247978072      |     255.312742541     |  534.349238822056  |
|     demo_s1000_a10000_u100000_n512_m2048     |   demo   |       1000      |       10000        |      100000     |     512     |     2048    |      40.252182846      |     261.233239073     | 548.9914846915182  |
|     demo_s1000_a10000_u100000_n512_m512      |   demo   |       1000      |       10000        |      100000     |     512     |     512     |      40.243872574      |     249.351212148     | 519.6004415069541  |
|     demo_s1000_a10000_u100000_n64_m1024      |   demo   |       1000      |       10000        |      100000     |      64     |     1024    |      40.247579827      |      76.589449972     | 90.29578996106525  |
|     demo_s1000_a10000_u100000_n64_m2048      |   demo   |       1000      |       10000        |      100000     |      64     |     2048    |      40.239617032      |      75.660925046     | 88.02595707069403  |
